Hour,Day,Month,Year,batteryLevel,weather_code_encoded,sunshine_duration_hours,precipitation (mm),soil_temperature_0_to_7cm (°F),vapour_pressure_deficit (kPa)
13,6,8,2023,100.0,4,1.0,0.2,90.0,1.17
18,2,8,2022,100.0,1,0.06667222222222223,0.0,89.0,0.83
7,28,5,2022,65.0,1,1.0,0.0,73.5,0.23
13,8,7,2023,64.5,4,0.09645000000000001,0.2,81.7,0.7
12,27,10,2023,100.0,0,1.0,0.0,82.9,1.98
11,25,10,2022,100.0,0,1.0,0.0,77.6,1.51
12,24,12,2021,100.0,0,1.0,0.0,65.0,1.06
6,31,7,2023,63.0,1,0.0,0.0,76.7,0.11
8,13,9,2023,63.5,1,1.0,0.0,79.5,0.52
16,4,7,2022,100.0,4,0.8571,0.2,88.2,1.28
11,8,5,2023,100.0,0,1.0,0.0,82.8,2.0
17,3,7,2022,100.0,4,1.0,0.1,87.0,0.97
15,23,8,2022,100.0,6,0.3407722222222222,1.0,88.1,0.78
11,25,7,2023,81.5,1,1.0,0.0,85.6,1.85
12,18,4,2023,100.0,0,1.0,0.0,79.8,2.55
14,25,9,2023,100.0,4,1.0,0.2,91.9,2.44
15,13,9,2023,100.0,7,1.0,1.3,91.9,1.8
10,21,5,2023,77.0,1,1.0,0.0,84.5,1.6
12,3,12,2023,22.5,0,1.0,0.0,79.9,1.25
10,11,5,2022,72.5,0,1.0,0.0,76.8,1.93
12,15,5,2022,97.5,0,1.0,0.0,89.9,2.12
15,25,5,2022,100.0,2,1.0,0.0,88.1,2.51
12,29,12,2023,79.5,1,1.0,0.0,60.2,0.56
18,5,6,2022,100.0,4,1.0,0.2,85.3,0.61
11,29,3,2023,96.5,1,1.0,0.0,77.0,1.29
14,20,7,2023,100.0,4,1.0,0.2,93.7,1.56
13,21,6,2022,100.0,1,1.0,0.0,91.3,3.26
9,31,7,2022,67.0,0,1.0,0.0,82.9,1.07
16,19,3,2023,100.0,0,1.0,0.0,69.9,1.21
7,13,3,2023,58.0,4,0.0,0.3,70.8,0.18
12,18,8,2023,100.0,6,1.0,1.0,87.0,0.7
16,5,3,2023,100.0,0,1.0,0.0,84.3,1.07
11,9,3,2022,52.5,2,1.0,0.0,76.8,0.89
17,3,3,2023,100.0,0,1.0,0.0,80.5,1.24
13,14,7,2022,77.5,5,1.0,0.5,88.3,1.31
13,4,1,2023,100.0,2,1.0,0.0,77.0,1.18
10,17,11,2023,5.0,3,1.0,0.0,70.6,0.36
7,25,9,2023,58.0,1,0.060588888888888894,0.0,74.2,0.22
18,18,6,2023,100.0,1,1.0,0.0,85.1,0.68
8,22,4,2022,61.5,2,1.0,0.0,67.5,0.66
13,21,8,2023,100.0,0,1.0,0.0,89.7,2.29
6,15,10,2022,43.5,0,0.0,0.0,70.6,0.13
6,21,8,2022,50.0,1,0.0,0.0,77.9,0.07
10,13,5,2022,67.5,4,1.0,0.1,78.4,1.27
7,20,7,2022,50.0,1,0.8322222222222222,0.0,79.6,0.15
15,25,12,2021,100.0,0,1.0,0.0,70.1,1.09
15,11,8,2023,100.0,0,1.0,0.0,96.2,2.25
16,14,2,2022,91.5,0,1.0,0.0,63.3,1.09
7,14,3,2022,66.0,0,0.0,0.0,51.4,0.15
7,21,8,2022,50.0,0,0.4085055555555555,0.0,78.9,0.28
14,2,1,2024,100.0,0,1.0,0.0,64.2,1.02
13,7,7,2022,100.0,7,0.8102638888888888,1.3,86.1,0.76
10,7,9,2023,86.0,1,1.0,0.0,84.6,1.65
13,21,2,2023,100.0,1,1.0,0.0,75.8,0.87
14,29,12,2022,100.0,0,1.0,0.0,68.3,1.14
6,6,5,2023,65.5,0,0.0,0.0,68.9,0.46
13,20,5,2023,100.0,6,1.0,1.2,89.0,1.74
17,25,7,2022,100.0,5,0.7087138888888889,0.5,85.5,0.64
11,11,7,2022,62.5,7,1.0,1.5,86.2,1.01
12,2,7,2023,100.0,0,1.0,0.0,92.0,2.16
14,21,12,2022,31.5,2,1.0,0.0,65.5,0.56
17,19,8,2022,100.0,4,1.0,0.1,92.1,1.3
10,5,6,2022,80.5,1,1.0,0.0,82.2,1.21
10,10,1,2022,64.0,2,1.0,0.0,68.4,0.35
9,9,10,2023,63.5,1,1.0,0.0,67.3,1.07
12,31,8,2022,73.5,4,1.0,0.1,86.2,1.15
9,9,3,2022,40.5,1,1.0,0.0,71.8,0.46
10,23,3,2023,87.5,0,1.0,0.0,70.0,1.24
9,7,4,2022,52.5,4,1.0,0.2,76.5,0.54
6,14,6,2023,50.0,0,0.0,0.0,77.3,0.05
7,5,12,2022,50.0,3,0.0,0.0,65.6,0.0
13,13,5,2023,100.0,3,1.0,0.0,91.3,2.34
10,8,12,2023,39.5,2,1.0,0.0,61.5,0.77
13,19,1,2023,100.0,1,1.0,0.0,72.7,1.38
15,23,5,2022,100.0,2,1.0,0.0,88.1,1.6
10,5,11,2023,88.0,0,1.0,0.0,66.2,1.48
8,27,2,2022,47.5,0,0.66705,0.0,63.8,0.11
11,9,6,2022,77.0,1,1.0,0.0,83.1,0.97
6,12,7,2023,50.0,2,0.0,0.0,76.9,0.19
11,8,6,2023,79.5,4,1.0,0.1,82.5,1.02
16,29,6,2023,100.0,2,1.0,0.0,92.9,2.83
14,14,8,2022,67.0,4,1.0,0.4,87.2,0.98
12,13,11,2023,64.5,3,0.021669444444444446,0.0,76.9,1.04
9,7,11,2023,65.5,0,1.0,0.0,62.9,0.79
18,19,4,2022,100.0,1,1.0,0.0,79.4,1.84
10,25,11,2023,29.5,2,1.0,0.0,63.5,0.63
14,2,11,2022,83.5,4,1.0,0.1,82.9,1.05
9,28,5,2023,67.0,0,1.0,0.0,73.4,0.95
9,29,5,2023,65.0,1,1.0,0.0,73.3,1.35
8,11,12,2021,35.0,1,0.291775,0.0,65.6,0.08
12,22,10,2023,100.0,1,1.0,0.0,78.6,1.93
18,10,8,2022,100.0,1,0.918475,0.0,89.0,0.75
12,14,6,2023,100.0,4,1.0,0.1,89.8,1.77
12,9,4,2023,57.0,3,1.0,0.0,75.6,1.03
7,4,8,2023,64.0,0,0.706525,0.0,78.2,0.29
8,28,11,2022,83.0,0,0.5329388888888889,0.0,62.8,0.04
19,18,8,2022,75.5,1,0.3834138888888889,0.0,85.0,0.44
6,4,4,2023,61.5,3,0.0,0.0,69.5,0.0
15,22,5,2023,100.0,8,1.0,3.9,86.8,0.74
10,30,8,2022,59.5,6,1.0,1.2,81.8,0.61
13,18,9,2022,93.5,4,0.2771527777777778,0.1,82.2,1.11
17,17,9,2023,100.0,1,1.0,0.0,87.9,1.15
16,4,7,2023,100.0,0,1.0,0.0,95.3,2.11
9,25,4,2022,74.0,4,1.0,0.1,75.0,0.96
16,29,11,2023,100.0,0,1.0,0.0,64.3,1.15
14,3,4,2023,100.0,1,1.0,0.0,90.8,2.37
17,21,9,2023,100.0,9,0.0,14.1,84.5,0.47
9,21,4,2023,71.0,0,1.0,0.0,72.6,1.15
9,4,1,2023,86.0,2,1.0,0.0,69.2,0.29
17,6,8,2022,100.0,1,1.0,0.0,87.6,1.15
17,15,8,2022,100.0,0,1.0,0.0,89.5,1.52
15,10,5,2023,100.0,4,1.0,0.1,90.6,1.73
5,18,5,2023,66.5,1,0.0,0.0,71.3,0.04
9,8,10,2023,58.5,3,1.0,0.0,71.0,1.2
11,3,2,2023,63.0,6,1.0,1.1,71.4,0.44
6,17,7,2022,50.0,1,0.0,0.0,74.0,0.06
14,31,7,2023,100.0,5,1.0,0.6,88.1,1.23
10,9,11,2023,82.0,0,1.0,0.0,72.9,1.15
14,4,3,2023,100.0,4,1.0,0.1,83.0,1.15
11,29,1,2022,100.0,0,1.0,0.0,53.2,0.48
15,27,9,2023,100.0,5,1.0,0.5,86.4,1.22
6,12,7,2022,50.0,0,0.0,0.0,76.0,0.08
16,27,10,2023,100.0,3,1.0,0.0,85.8,2.47
10,17,1,2023,61.0,0,1.0,0.0,50.4,0.68
13,17,12,2022,100.0,3,1.0,0.0,65.2,1.16
16,22,3,2022,98.5,2,1.0,0.0,84.1,3.05
17,24,3,2023,100.0,0,1.0,0.0,82.8,0.91
15,17,4,2023,100.0,0,1.0,0.0,83.9,1.79
9,20,12,2021,50.0,3,0.0,0.0,67.1,0.19
17,30,8,2023,100.0,4,1.0,0.1,86.2,1.39
15,29,5,2022,100.0,0,1.0,0.0,88.1,2.06
9,23,12,2022,10.0,4,1.0,0.4,63.7,0.19
15,28,7,2023,100.0,8,0.6025527777777778,4.6,89.3,0.81
9,25,12,2023,27.5,8,0.0,3.5,64.2,0.14
9,6,1,2023,100.0,0,1.0,0.0,55.2,0.53
17,24,4,2022,100.0,1,1.0,0.0,87.2,2.34
6,10,8,2022,50.0,1,0.0,0.0,74.6,0.1
17,2,7,2022,100.0,5,0.0,0.5,84.7,0.96
11,19,1,2023,68.0,1,1.0,0.0,66.3,0.94
17,9,5,2023,100.0,0,1.0,0.0,89.0,2.08
7,7,11,2023,50.5,1,0.0,0.0,57.2,0.12
17,1,2,2022,100.0,0,1.0,0.0,63.2,1.03
8,2,11,2023,61.5,0,0.8918555555555555,0.0,55.6,0.46
6,4,4,2022,50.5,0,0.0,0.0,61.9,0.07
14,25,12,2022,100.0,1,1.0,0.0,49.1,0.49
13,26,5,2022,100.0,2,1.0,0.0,85.4,2.04
13,27,3,2023,100.0,0,1.0,0.0,88.6,2.1
12,9,8,2023,100.0,1,1.0,0.0,92.1,2.07
10,18,6,2022,67.5,1,1.0,0.0,89.2,2.14
10,8,8,2022,60.5,1,1.0,0.0,82.5,0.94
11,23,2,2022,71.0,0,1.0,0.0,74.1,0.98
14,12,12,2023,91.5,1,1.0,0.0,66.2,1.13
12,8,1,2023,100.0,0,1.0,0.0,65.4,1.02
6,14,5,2023,66.0,0,0.0,0.0,69.3,0.15
17,5,6,2023,100.0,4,1.0,0.4,82.1,1.41
7,18,10,2023,51.5,0,0.0,0.0,54.6,0.14
9,18,4,2022,63.0,2,0.3136027777777778,0.0,73.7,0.62
15,21,12,2021,65.0,1,1.0,0.0,70.7,0.56
6,13,8,2022,50.0,1,0.0,0.0,75.3,0.1
17,2,5,2023,100.0,0,1.0,0.0,80.4,0.96
11,23,3,2023,100.0,0,1.0,0.0,74.3,1.57
9,20,4,2022,72.5,0,1.0,0.0,66.6,0.94
14,8,10,2022,100.0,0,1.0,0.0,82.2,2.34
12,13,9,2023,100.0,0,1.0,0.0,89.0,1.35
11,6,3,2023,95.0,0,1.0,0.0,77.6,1.0
7,2,4,2022,47.5,8,0.0,5.5,70.0,0.04
16,5,10,2022,100.0,0,1.0,0.0,80.3,1.67
17,6,5,2023,100.0,4,1.0,0.1,84.7,1.6
12,4,11,2023,100.0,0,1.0,0.0,75.9,2.13
13,7,11,2022,87.5,1,1.0,0.0,81.4,1.57
15,28,12,2023,51.5,4,1.0,0.1,65.8,0.57
14,8,10,2023,100.0,3,0.0,0.0,77.6,1.68
14,30,6,2023,100.0,0,1.0,0.0,92.1,3.09
7,12,10,2023,50.0,5,0.0,0.8,78.9,0.19
15,25,9,2023,100.0,6,1.0,1.1,90.4,1.06
11,16,11,2023,19.0,7,0.0,2.1,69.7,0.1
15,25,6,2022,100.0,4,1.0,0.2,94.0,1.38
11,23,11,2023,53.0,1,1.0,0.0,67.0,0.75
16,5,1,2024,100.0,2,1.0,0.0,66.5,1.22
16,27,5,2023,100.0,0,1.0,0.0,83.8,1.41
13,8,1,2023,100.0,0,1.0,0.0,68.2,1.2
14,30,10,2023,100.0,1,1.0,0.0,87.2,2.16
14,29,10,2023,100.0,0,1.0,0.0,85.9,2.31
7,8,4,2022,50.0,0,0.39771666666666666,0.0,65.3,0.8
12,5,7,2022,100.0,4,1.0,0.2,90.2,1.69
7,7,10,2023,54.5,2,0.0,0.0,78.5,0.34
14,15,2,2022,92.5,2,1.0,0.0,62.9,1.28
13,3,12,2023,27.0,0,1.0,0.0,81.5,1.15
11,7,6,2023,81.0,1,1.0,0.0,82.9,1.31
8,30,10,2023,58.5,0,0.9299861111111111,0.0,68.8,0.22
11,5,1,2024,67.5,0,1.0,0.0,59.0,0.7
9,1,5,2023,71.5,1,1.0,0.0,73.2,1.03
17,7,8,2023,100.0,0,1.0,0.0,89.3,1.42
8,9,12,2022,34.0,3,0.0,0.0,65.5,0.01
7,1,6,2022,64.5,0,1.0,0.0,73.7,0.27
10,2,1,2022,55.5,4,1.0,0.1,72.3,0.59
8,8,12,2022,35.5,3,0.0,0.0,63.6,0.02
16,5,12,2023,54.0,1,1.0,0.0,70.2,1.28
16,31,10,2023,100.0,0,1.0,0.0,85.8,1.54
14,14,6,2023,100.0,0,1.0,0.0,91.8,1.7
7,12,1,2023,33.0,0,0.0,0.0,49.0,0.17
18,2,9,2023,98.0,2,1.0,0.0,83.6,0.7
12,21,8,2022,84.0,1,1.0,0.0,92.6,2.06
8,19,12,2023,55.5,0,0.2577305555555556,0.0,52.1,0.32
15,26,12,2022,100.0,1,1.0,0.0,53.8,0.75
11,31,12,2021,66.0,3,1.0,0.0,72.5,0.5
15,17,6,2022,100.0,0,1.0,0.0,98.3,2.93
12,18,12,2023,57.0,0,1.0,0.0,65.0,0.58
15,27,5,2023,100.0,0,1.0,0.0,84.4,1.5
11,1,4,2022,26.5,4,1.0,0.1,77.5,0.91
14,20,4,2023,100.0,0,1.0,0.0,91.4,3.27
16,13,11,2023,74.5,3,0.24925277777777777,0.0,79.1,0.9
17,27,2,2022,57.0,0,1.0,0.0,79.5,0.64
9,16,12,2022,8.0,1,0.0,0.0,59.6,0.59
12,12,7,2022,85.5,4,1.0,0.1,88.1,1.5
11,6,12,2023,41.0,0,1.0,0.0,63.5,1.05
11,21,1,2023,55.5,3,0.0,0.0,63.2,1.04
16,15,9,2022,100.0,9,0.0,12.1,82.6,0.28
9,6,9,2022,58.5,0,1.0,0.0,82.6,0.78
11,2,7,2022,74.5,4,1.0,0.4,88.1,1.42
10,16,10,2022,81.0,0,1.0,0.0,76.6,1.04
18,13,8,2022,100.0,1,0.20173055555555555,0.0,87.1,1.16
13,6,4,2023,100.0,1,1.0,0.0,91.7,2.88
14,24,12,2022,100.0,1,1.0,0.0,51.2,0.45
7,3,3,2022,49.5,0,0.0,0.0,53.2,0.21
11,19,2,2022,74.5,3,1.0,0.0,66.4,0.45
16,2,11,2022,100.0,4,1.0,0.1,84.0,1.14
16,10,8,2022,100.0,2,1.0,0.0,92.3,2.19
12,7,12,2023,76.0,1,1.0,0.0,62.8,1.01
11,17,7,2023,52.0,4,1.0,0.1,86.3,1.1
13,11,7,2022,76.5,4,1.0,0.2,85.4,0.94
14,29,4,2023,100.0,1,0.0,0.0,87.0,2.17
13,1,1,2022,100.0,0,1.0,0.0,77.2,1.18
9,7,10,2022,67.5,0,1.0,0.0,70.1,0.79
8,28,9,2022,50.0,8,0.0,3.5,73.3,0.14
9,17,11,2022,23.5,2,0.3482305555555556,0.0,59.5,0.6
16,5,12,2022,100.0,0,1.0,0.0,76.8,0.98
7,22,3,2023,50.0,0,0.0,0.0,58.3,0.05
8,12,8,2022,33.5,5,0.0,0.8,78.2,0.21
7,13,9,2023,59.0,1,0.0,0.0,77.7,0.18
10,4,2,2022,69.0,1,1.0,0.0,67.4,0.45
8,6,8,2022,52.0,0,1.0,0.0,80.2,0.48
10,21,4,2023,83.5,0,1.0,0.0,78.0,1.72
6,3,9,2022,50.0,3,0.0,0.0,74.9,0.03
9,3,12,2021,45.0,3,0.0,0.0,58.4,0.03
12,21,12,2022,23.0,3,0.0,0.0,61.1,0.33
11,23,10,2023,98.0,1,1.0,0.0,76.4,1.78
7,8,3,2023,50.0,1,0.0,0.0,69.4,0.05
12,23,8,2022,83.0,4,1.0,0.2,90.9,1.46
18,4,7,2022,100.0,1,0.6801750000000001,0.0,86.0,0.81
10,11,8,2022,52.0,1,1.0,0.0,84.1,0.99
10,11,4,2022,83.0,0,1.0,0.0,66.2,1.06
6,3,9,2023,61.0,1,0.0,0.0,74.6,0.13
18,17,4,2022,99.5,4,0.7622666666666666,0.1,80.9,0.58
17,18,7,2022,100.0,1,1.0,0.0,86.5,1.09
13,22,1,2023,49.5,4,1.0,0.1,70.9,0.71
12,17,6,2023,88.5,4,1.0,0.1,83.8,1.11
13,1,10,2023,100.0,4,1.0,0.2,83.3,0.97
10,12,1,2023,62.5,0,1.0,0.0,56.6,0.75
14,16,10,2023,100.0,0,1.0,0.0,76.0,1.07
13,19,10,2022,93.0,1,1.0,0.0,68.0,1.1
17,14,3,2022,83.0,0,1.0,0.0,70.1,1.22
10,17,12,2023,2.5,3,0.0,0.0,65.7,0.3
14,29,6,2022,100.0,0,1.0,0.0,98.9,3.15
16,24,9,2022,100.0,0,1.0,0.0,85.5,1.63
11,20,4,2022,100.0,0,1.0,0.0,74.7,1.66
15,5,6,2023,100.0,5,0.7381500000000001,0.7,81.6,1.17
13,16,11,2023,20.5,4,0.0,0.2,71.6,0.36
15,17,9,2023,100.0,4,1.0,0.1,89.8,1.47
16,20,8,2023,100.0,1,0.4656,0.0,86.3,0.73
14,7,9,2022,100.0,2,0.5964444444444444,0.0,86.5,1.01
6,27,8,2023,50.0,0,0.0,0.0,75.9,0.11
14,12,8,2022,100.0,3,1.0,0.0,91.0,2.09
18,27,6,2022,100.0,4,1.0,0.3,91.7,1.6
9,19,2,2022,61.5,4,0.5561333333333334,0.2,64.8,0.17
16,30,3,2023,100.0,0,1.0,0.0,87.5,2.56
11,10,1,2022,70.0,4,0.9451194444444444,0.2,70.2,0.43
10,10,6,2023,73.5,4,1.0,0.1,83.8,1.03
7,30,7,2023,53.5,1,0.7497472222222222,0.0,79.2,0.15
14,30,12,2022,100.0,3,1.0,0.0,71.9,1.24
9,20,6,2023,65.5,6,0.2533638888888889,1.2,79.1,0.5
9,2,10,2023,58.5,1,1.0,0.0,76.0,0.71
11,4,11,2022,100.0,0,1.0,0.0,77.5,1.16
12,14,12,2021,53.5,3,1.0,0.0,74.0,0.84
17,26,4,2023,100.0,1,1.0,0.0,91.6,1.99
9,13,6,2022,65.0,4,1.0,0.2,81.8,1.02
9,12,12,2022,1.5,2,0.7037944444444444,0.0,62.5,0.16
13,20,12,2022,56.5,3,0.0,0.0,62.4,0.28
9,9,8,2023,63.5,0,1.0,0.0,85.8,1.34
15,20,4,2023,100.0,0,1.0,0.0,92.6,3.36
13,11,6,2022,100.0,1,1.0,0.0,83.9,1.17
14,7,10,2023,100.0,0,1.0,0.0,89.1,1.76
9,27,3,2023,70.5,1,1.0,0.0,74.6,0.72
11,21,2,2023,81.0,1,1.0,0.0,71.6,0.7
14,22,12,2022,22.5,3,0.0,0.0,68.5,0.51
10,27,7,2022,72.0,4,1.0,0.1,82.7,1.05
7,14,2,2022,78.5,0,0.0,0.0,48.7,0.5
11,25,12,2023,29.0,8,0.0,2.5,65.0,0.18
8,19,8,2023,57.5,1,1.0,0.0,79.6,0.32
7,10,10,2023,50.5,1,0.0,0.0,63.0,0.37
16,20,10,2022,100.0,2,1.0,0.0,69.7,1.16
12,30,4,2023,100.0,4,1.0,0.1,77.0,1.14
8,25,6,2023,59.0,4,1.0,0.1,78.9,0.76
9,11,5,2023,69.0,1,1.0,0.0,77.8,1.05
8,6,9,2023,56.0,0,1.0,0.0,77.7,0.5
8,29,10,2023,60.0,1,0.0,0.0,69.6,0.26
17,14,3,2023,100.0,1,1.0,0.0,72.9,1.16
17,23,1,2022,25.5,0,1.0,0.0,55.7,0.41
15,14,7,2022,100.0,8,0.22886666666666666,7.4,85.7,0.29
10,27,12,2023,31.5,2,0.0,0.0,63.8,0.31
12,25,9,2023,100.0,1,1.0,0.0,90.5,2.43
15,22,12,2022,23.0,3,0.0,0.0,68.6,0.48
7,21,12,2022,10.5,4,0.0,0.2,58.8,0.02
10,18,8,2022,62.5,1,1.0,0.0,86.2,1.22
7,20,2,2023,50.0,1,0.0,0.0,56.7,0.17
13,23,4,2023,100.0,1,1.0,0.0,90.2,2.88
9,23,10,2023,67.5,1,1.0,0.0,68.4,0.63
11,29,12,2022,100.0,0,1.0,0.0,61.1,0.69
10,19,12,2023,77.0,0,1.0,0.0,54.9,0.53
14,8,8,2023,100.0,0,1.0,0.0,93.6,1.88
10,7,6,2023,71.0,1,1.0,0.0,79.2,0.89
9,12,5,2022,67.5,0,1.0,0.0,74.0,1.34
7,12,5,2023,66.5,1,0.778825,0.0,73.0,0.28
10,3,6,2022,77.0,2,1.0,0.0,81.9,1.41
10,20,10,2023,87.5,0,1.0,0.0,71.7,1.47
15,7,10,2023,100.0,0,1.0,0.0,88.9,1.71
15,15,5,2023,100.0,1,1.0,0.0,92.1,3.07
9,26,3,2022,64.0,0,1.0,0.0,62.7,0.96
8,13,8,2022,52.0,1,0.0703388888888889,0.0,77.6,0.34
16,10,9,2022,65.5,2,0.0,0.0,80.3,0.74
16,27,9,2023,100.0,9,0.0,18.1,83.8,0.56
17,22,3,2022,98.5,1,0.5497694444444444,0.0,81.9,1.25
8,15,2,2022,82.0,1,0.14454166666666668,0.0,45.3,0.34
16,26,12,2021,100.0,0,1.0,0.0,71.5,0.86
10,21,6,2022,76.5,1,1.0,0.0,84.3,1.49
14,20,7,2022,81.0,7,1.0,2.2,89.7,1.14
9,8,11,2022,50.0,2,1.0,0.0,72.4,0.58
17,19,4,2023,100.0,2,0.5557944444444444,0.0,85.9,2.41
8,30,3,2022,55.5,1,1.0,0.0,65.0,0.32
16,21,2,2022,78.0,1,1.0,0.0,75.9,2.1
11,16,6,2023,74.0,1,0.0,0.0,83.6,1.04
15,5,5,2023,100.0,1,1.0,0.0,86.9,1.72
13,17,7,2022,95.5,4,1.0,0.2,88.1,1.53
12,22,12,2021,26.5,0,0.20747222222222222,0.0,63.0,0.57
14,31,5,2023,100.0,3,1.0,0.0,88.9,2.81
8,21,10,2023,63.0,4,1.0,0.1,70.5,0.54
16,20,9,2023,100.0,2,1.0,0.0,87.7,2.09
15,3,4,2023,100.0,1,1.0,0.0,91.5,2.08
10,26,3,2022,76.0,0,1.0,0.0,65.9,1.27
6,4,6,2022,55.0,3,0.0,0.0,74.3,0.18
17,28,3,2023,100.0,3,0.2625527777777778,0.0,86.3,0.68
7,11,9,2023,59.5,0,0.2505055555555556,0.0,77.1,0.21
12,24,4,2023,92.5,3,1.0,0.0,83.2,1.65
6,2,5,2023,66.5,0,0.0,0.0,68.1,0.27
9,1,10,2022,66.0,0,1.0,0.0,70.5,0.69
15,8,7,2022,100.0,6,1.0,1.0,88.1,0.87
12,12,9,2022,99.5,1,0.0,0.0,80.9,0.51
14,21,11,2022,100.0,3,0.6724638888888889,0.0,69.2,0.88
7,5,11,2023,51.0,0,0.0,0.0,57.5,0.6
16,6,12,2023,100.0,1,1.0,0.0,67.0,1.07
14,18,5,2023,100.0,0,1.0,0.0,92.2,2.1
11,5,4,2023,100.0,1,1.0,0.0,85.3,2.34
11,16,11,2022,46.5,3,0.0,0.0,74.2,0.43
13,25,8,2023,100.0,0,1.0,0.0,92.1,2.69
13,12,7,2023,100.0,4,1.0,0.1,90.7,1.38
12,11,12,2023,92.5,1,1.0,0.0,63.8,0.78
17,27,7,2022,100.0,4,0.0,0.4,85.1,0.83
16,19,7,2022,100.0,4,1.0,0.3,89.8,1.44
6,30,5,2023,55.0,1,0.0,0.0,66.9,0.04
9,10,2,2022,99.5,0,1.0,0.0,47.5,0.34
12,5,6,2022,100.0,1,1.0,0.0,87.1,1.54
18,6,6,2023,100.0,3,0.0,0.0,85.2,1.65
16,7,9,2022,100.0,1,1.0,0.0,88.0,1.17
15,11,7,2022,100.0,8,1.0,3.5,86.0,0.7
6,4,8,2023,64.0,0,0.0,0.0,76.4,0.06
14,21,9,2022,100.0,4,1.0,0.1,85.7,1.5
13,10,7,2022,79.5,4,1.0,0.3,87.4,1.17
13,13,12,2023,61.5,0,1.0,0.0,69.2,0.96
18,27,7,2022,100.0,8,1.0,2.8,83.7,0.48
10,30,9,2023,76.5,4,1.0,0.1,79.6,0.62
7,21,10,2023,57.0,0,0.0,0.0,68.7,0.2
13,22,3,2022,98.5,0,1.0,0.0,80.3,2.23
12,30,11,2022,95.5,1,1.0,0.0,75.3,1.0
11,2,4,2023,92.5,0,1.0,0.0,81.0,1.26
6,9,8,2023,51.0,1,0.0,0.0,79.8,0.12
15,2,8,2022,100.0,4,1.0,0.4,92.7,1.23
7,23,9,2023,59.5,0,0.15464444444444445,0.0,69.8,0.23
14,17,9,2023,100.0,5,1.0,0.5,89.1,1.41
8,27,1,2022,0.5,1,0.0,0.0,55.6,0.08
10,20,7,2022,68.0,8,1.0,2.5,85.4,0.91
16,8,12,2023,86.5,3,1.0,0.0,67.2,0.5
12,22,5,2022,90.5,1,1.0,0.0,83.9,1.76
5,14,6,2023,50.0,0,0.0,0.0,77.4,0.05
11,29,6,2023,81.5,0,1.0,0.0,87.7,1.99
14,19,2,2023,100.0,2,1.0,0.0,74.6,1.1
14,6,7,2022,100.0,9,1.0,7.9,89.3,0.56
7,12,4,2022,57.5,1,0.48484444444444447,0.0,61.9,0.27
16,25,5,2022,100.0,4,0.0,0.1,86.4,1.82
11,21,4,2023,100.0,0,1.0,0.0,83.2,2.19
11,3,2,2022,84.5,0,1.0,0.0,67.4,0.83
7,27,9,2022,50.0,1,0.0,0.0,75.5,0.1
15,11,7,2023,68.5,1,1.0,0.0,89.3,1.36
7,22,6,2022,53.5,2,1.0,0.0,75.5,0.66
8,13,11,2023,50.5,2,0.0,0.0,68.1,0.44
16,19,9,2023,100.0,4,1.0,0.1,93.1,2.85
13,31,8,2022,100.0,4,1.0,0.1,88.1,1.35
18,14,5,2022,100.0,1,1.0,0.0,87.8,1.25
10,11,5,2023,81.5,1,1.0,0.0,81.6,1.67
16,11,10,2023,98.5,3,1.0,0.0,83.1,1.55
9,23,7,2023,76.0,5,1.0,0.7,82.4,0.77
17,14,8,2023,100.0,5,1.0,0.7,89.9,1.42
13,25,3,2022,89.0,0,1.0,0.0,73.5,1.44
15,12,10,2022,76.0,5,0.0,0.9,80.8,0.61
15,9,2,2022,100.0,0,1.0,0.0,63.5,0.81
11,24,4,2022,90.5,4,1.0,0.1,79.7,1.63
12,15,12,2023,25.0,1,1.0,0.0,69.2,1.26
12,4,8,2023,100.0,1,1.0,0.0,90.7,2.17
10,22,11,2022,84.5,3,0.16465,0.0,66.1,0.35
9,22,6,2023,60.5,3,0.0,0.0,75.7,0.38
14,10,10,2022,100.0,4,1.0,0.1,85.2,1.7
12,9,2,2023,100.0,4,1.0,0.1,74.7,1.54
15,8,11,2022,100.0,4,1.0,0.1,81.4,1.55
16,10,5,2023,100.0,1,1.0,0.0,90.7,2.02
11,31,12,2023,100.0,0,1.0,0.0,56.9,0.59
11,5,9,2022,86.0,0,1.0,0.0,87.8,1.53
10,27,9,2022,56.5,3,0.0,0.0,77.5,0.35
14,27,7,2023,100.0,3,0.0,0.0,86.7,1.52
6,2,10,2023,50.0,0,0.0,0.0,72.1,0.16
9,4,6,2023,63.5,4,1.0,0.1,76.3,0.67
7,12,12,2022,0.0,3,0.0,0.0,61.3,0.0
15,22,9,2023,100.0,2,1.0,0.0,88.9,1.95
9,14,5,2023,78.0,1,1.0,0.0,75.9,1.03
11,17,9,2023,91.5,4,1.0,0.1,88.0,1.43
15,9,9,2022,49.0,4,0.15113055555555557,0.1,80.9,0.63
12,28,10,2023,100.0,0,1.0,0.0,82.7,1.79
6,3,5,2023,55.5,0,0.0,0.0,69.2,0.5
12,19,4,2022,100.0,0,1.0,0.0,79.0,1.94
11,22,2,2023,94.5,0,1.0,0.0,73.4,0.86
17,26,7,2022,100.0,4,0.0,0.1,85.4,0.65
12,25,8,2022,82.5,7,1.0,1.5,86.5,0.97
10,21,7,2022,64.0,0,1.0,0.0,84.8,1.16
